chr_snp	Chromosome	SNP	Env	BF	empirical_p	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110
CE10_chr1_444798	CE10_chr1	444798	2	30.2612278	2.5041236888734275e-5	14	2	5	1	6	6	3	7	5	7	14	6	12	4	7	1	15	3	8	10	3	17	10	6	17	1	18	0	16	0	10	0	10	0	4	0	8	0	2	0	2	8	2	6	8	0	9	11	5	13	3	5	2	2	0	2	4	4	4	0	2	0	3	7	7	13	9	11	13	3	15	3	1	15	3	1	11	9	4	6	4	4	20	0	6	4	4	0	8	0	13	3	0	10	11	1	2	18	0	6	0	2	0	4	0	6	0	0	4	12
CE10_chr2_18697479	CE10_chr2	18697479	2	30.05102422	2.6432416715849172e-5	2	0	2	0	10	0	8	0	12	0	7	1	13	1	8	0	15	1	6	0	3	1	0	0	0	2	0	0	0	0	4	0	2	0	2	0	0	0	2	0	2	0	4	0	10	0	10	0	7	1	5	1	4	0	0	0	3	1	2	0	0	0	6	0	13	1	3	1	12	0	9	1	11	1	2	0	7	1	2	0	0	0	14	0	5	1	2	0	4	0	5	1	3	1	14	0	16	0	2	0	0	0	0	0	2	0	2	0	18	0
CE10_chr2_18765457	CE10_chr2	18765457	2	13.66736745	0.001177401860378402	14	0	8	0	11	3	6	0	6	0	4	0	14	0	8	0	17	1	6	4	11	5	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	2	8	4	4	11	1	14	4	9	5	5	3	4	0	1	1	6	2	0	0	0	2	6	2	14	4	8	6	13	1	8	6	6	0	2	0	8	0	4	2	4	2	17	1	4	0	2	0	4	4	6	8	4	4	14	0	14	0	1	5	2	0	1	3	5	1	2	0	18	2
CE10_chr2_3286564	CE10_chr2	3286564	2	40.29405211	2.7823596543408158e-6	16	2	9	1	3	11	5	5	4	10	0	20	2	14	5	3	1	17	7	13	10	8	12	8	15	7	17	3	13	7	14	0	15	3	8	2	7	1	2	2	7	3	4	4	2	10	7	13	12	8	3	5	4	0	2	0	5	3	4	0	0	2	0	12	6	12	4	16	5	7	5	11	13	7	0	4	6	14	2	8	1	7	0	20	2	8	0	4	1	7	5	11	3	7	0	12	5	15	4	2	0	2	3	1	6	0	1	1	6	14
CE10_chr2_5171393	CE10_chr2	5171393	2	31.90961118	1.669415792582285e-5	17	1	9	1	10	4	7	3	4	10	18	2	16	0	7	1	11	7	8	12	9	11	20	0	22	0	19	1	20	0	14	0	18	0	10	0	8	0	4	0	10	0	7	1	11	1	10	10	13	7	5	3	4	0	2	0	4	4	4	0	1	1	8	4	11	9	14	6	14	2	12	4	17	3	1	1	15	5	5	5	0	8	16	4	7	1	2	2	7	1	13	3	3	5	12	0	6	14	0	6	1	1	1	3	4	2	1	1	17	3
CE10_chr2_9310245	CE10_chr2	9310245	2	30.83918303	2.0867697407278563e-5	0	16	0	10	2	10	0	10	1	5	9	11	4	12	2	6	9	7	11	9	8	10	0	18	0	20	0	20	0	20	0	14	0	16	0	10	0	8	0	4	5	5	2	4	1	9	6	10	2	14	2	6	0	4	0	2	1	3	0	2	1	1	1	5	5	7	18	2	7	3	13	3	10	2	3	1	7	9	5	3	1	1	20	0	4	4	0	4	2	4	8	8	2	0	3	11	6	14	4	2	0	2	0	4	1	5	0	2	3	17
CE10_chr3_18665826	CE10_chr3	18665826	2	31.76865783	1.8085337752937747e-5	14	2	10	0	14	0	9	1	14	0	16	4	10	4	8	0	15	3	14	6	13	7	20	0	12	0	10	0	18	0	12	0	18	0	10	0	8	0	2	0	7	3	8	0	12	0	18	2	18	2	6	2	4	0	2	0	4	2	2	2	0	2	3	9	20	0	15	5	11	5	6	4	3	17	2	2	8	12	10	0	6	2	17	3	8	2	4	0	8	0	9	1	3	7	14	0	10	10	2	4	2	0	4	0	6	0	2	0	13	5
CE10_chr3_18772534	CE10_chr3	18772534	2	36.75121489	6.028445917682923e-6	18	0	10	0	14	0	9	1	14	0	15	5	11	5	8	0	14	4	13	5	10	8	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	7	3	8	0	12	0	19	1	17	3	4	4	4	0	2	0	6	2	2	2	1	1	2	12	20	0	16	4	10	6	13	5	3	17	0	4	8	12	10	0	5	3	16	4	8	2	4	0	6	2	10	6	2	8	14	0	13	7	3	3	2	0	4	0	6	0	1	1	13	7
CE10_chr3_19541189	CE10_chr3	19541189	2	36.35448449	6.4921725266842145e-6	17	1	10	0	14	0	9	1	14	0	16	4	10	6	8	0	14	4	12	8	12	8	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	6	4	8	0	12	0	17	1	17	3	5	3	4	0	2	0	4	2	2	2	0	0	2	10	20	0	14	4	11	5	14	4	2	18	1	3	7	9	8	0	2	6	17	3	5	5	4	0	6	2	10	6	3	5	14	0	10	8	1	5	2	0	4	0	6	0	1	1	10	8
CE10_chr3_19664499	CE10_chr3	19664499	2	33.41783256	1.2984345053368429e-5	18	0	10	0	14	0	9	1	13	1	16	4	9	5	8	0	14	4	12	6	12	8	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	8	2	8	0	12	0	19	1	18	2	5	3	4	0	2	0	5	3	2	2	0	2	2	10	20	0	16	4	12	4	12	4	4	14	1	3	8	10	10	0	2	4	16	4	5	5	4	0	6	2	10	6	4	6	14	0	11	9	1	5	2	0	4	0	6	0	2	0	11	7
CE10_chr3_25122852	CE10_chr3	25122852	2	34.41799215	9.27453218102503e-6	4	14	0	10	11	3	2	8	12	2	16	4	11	5	4	4	11	7	6	14	9	9	0	20	0	22	0	20	0	20	0	14	2	16	0	10	0	8	0	4	6	4	6	2	8	4	19	1	14	6	7	1	0	4	0	2	4	4	2	2	1	1	14	0	13	7	16	4	15	1	11	7	20	0	3	1	15	5	8	0	8	0	20	0	8	0	2	0	5	3	13	3	7	3	2	12	11	9	6	0	0	2	0	4	0	6	1	1	11	9
CE10_chr3_31533872	CE10_chr3	31533872	2	33.16357059	1.3911798271482034e-5	4	10	0	10	8	6	2	6	10	4	13	5	12	4	2	6	11	3	9	11	10	10	0	18	0	22	0	20	0	20	0	14	2	16	0	8	0	6	0	4	6	4	6	2	6	6	19	1	12	6	7	1	0	4	0	2	5	3	2	2	1	1	14	0	7	13	10	8	9	5	4	14	18	2	3	1	13	7	7	3	8	0	20	0	6	4	2	2	5	3	15	1	7	3	2	12	10	10	6	0	0	2	0	4	0	6	0	2	11	9
CE10_chr3_34111168	CE10_chr3	34111168	2	43.05481492	9.274532181136053e-7	4	14	0	8	10	4	2	8	11	3	16	4	12	2	4	4	13	3	8	12	14	6	0	20	1	19	0	20	0	20	0	14	2	14	0	10	0	8	0	4	8	2	6	2	7	5	19	1	13	7	8	0	0	2	0	2	7	1	3	1	2	0	14	0	11	9	16	4	15	1	11	7	20	0	3	1	14	4	3	3	8	0	20	0	10	0	3	1	5	3	12	4	7	3	2	12	12	8	6	0	0	2	0	4	1	5	1	1	11	9
CE10_chr3_34361182	CE10_chr3	34361182	2	35.36637279	8.347078962911425e-6	4	14	0	10	11	3	1	9	10	4	16	4	11	5	4	4	12	6	7	13	12	8	1	19	0	22	1	19	0	18	0	14	2	14	1	9	0	8	0	2	7	3	6	2	9	3	19	1	14	6	7	1	0	4	0	2	5	3	3	1	2	0	14	0	12	8	17	3	15	1	10	8	20	0	3	1	16	4	7	3	8	0	18	0	10	0	3	1	5	3	14	2	7	3	2	12	10	10	6	0	0	2	0	4	1	5	0	2	10	10
CE10_chr3_34906405	CE10_chr3	34906405	2	33.66869801	1.1593165226253532e-5	4	14	0	8	13	1	10	0	11	1	14	6	7	7	4	4	8	8	13	7	7	9	0	16	0	22	0	18	0	20	0	14	2	10	0	10	0	6	0	4	10	0	8	0	11	1	20	0	20	0	6	0	4	0	2	0	8	0	4	0	2	0	8	4	15	3	20	0	9	5	13	1	18	2	4	0	14	6	9	1	4	4	18	2	6	2	4	0	7	1	8	8	3	7	12	0	10	10	0	6	2	0	4	0	5	1	1	1	16	4
CE10_chr3_34938872	CE10_chr3	34938872	2	23.09030232	1.2613363766167396e-4	4	14	1	9	13	1	10	0	12	2	11	9	6	6	4	4	10	8	17	3	9	9	0	20	0	22	0	18	0	16	0	10	2	16	0	10	0	8	0	4	10	0	8	0	11	1	20	0	20	0	8	0	4	0	2	0	8	0	4	0	2	0	10	4	17	3	20	0	12	2	13	5	16	2	4	0	13	5	9	1	4	4	17	3	5	5	4	0	5	3	9	7	2	6	14	0	11	9	0	6	2	0	4	0	6	0	1	1	16	4
CE10_chr3_45576452	CE10_chr3	45576452	2	30.77760025	2.1331424016279854e-5	1	17	1	7	7	7	4	2	3	9	3	17	7	7	0	8	9	9	10	10	2	18	0	20	0	22	0	18	0	20	0	14	0	16	0	8	0	8	0	4	5	5	0	8	1	11	12	8	8	12	1	7	0	4	0	2	4	4	0	4	2	0	3	11	14	6	9	11	2	12	2	16	10	10	3	1	11	7	6	4	5	3	5	15	3	7	0	4	1	7	0	16	2	8	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	20
CE10_chr3_49427972	CE10_chr3	49427972	2	12.53416954	0.0015488468742276273	10	4	10	0	7	1	7	1	7	3	8	4	14	0	4	0	10	0	20	0	10	2	20	0	22	0	18	0	20	0	14	0	16	0	8	0	8	0	2	0	5	1	4	0	2	0	2	0	6	0	6	0	0	0	0	0	6	0	2	0	2	0	3	1	11	1	0	0	7	1	0	0	4	2	0	0	8	2	4	0	0	0	0	0	0	0	0	0	5	1	3	1	4	0	7	1	20	0	2	0	0	0	0	0	0	0	2	0	7	1
CE10_chr3_6980387	CE10_chr3	6980387	2	30.0380704	2.7359869933962777e-5	18	0	8	0	12	0	10	0	14	0	20	0	16	0	0	0	14	0	20	0	20	0	4	12	22	0	18	0	20	0	14	0	13	5	10	0	6	2	4	0	10	0	8	0	2	8	20	0	20	0	7	1	4	0	2	0	8	0	2	2	2	0	12	0	20	0	20	0	16	0	12	0	20	0	4	0	20	0	10	0	8	0	20	0	10	0	4	0	8	0	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	18	0
CE10_chr4_43424322	CE10_chr4	43424322	2	30.31232119	2.411378367062067e-5	18	0	10	0	13	1	10	0	14	0	15	5	9	5	8	0	18	0	20	0	20	0	18	0	22	0	20	0	18	0	14	0	18	0	10	0	8	0	4	0	10	0	8	0	12	0	20	0	20	0	8	0	4	0	2	0	8	0	2	2	2	0	14	0	20	0	20	0	16	0	18	0	9	11	4	0	14	4	10	0	8	0	20	0	10	0	3	1	6	2	15	1	10	0	11	3	20	0	6	0	0	0	4	0	6	0	2	0	20	0
CE10_chr4_49079132	CE10_chr4	49079132	2	37.8691415	4.1735394814557125e-6	14	0	8	2	6	8	0	6	8	4	9	5	2	14	0	8	0	18	0	14	2	16	12	8	16	4	12	4	15	3	14	0	13	3	7	3	8	0	3	1	2	4	5	3	10	2	11	5	10	6	0	2	1	3	0	2	2	6	2	0	1	1	0	6	9	9	11	3	12	4	3	11	8	12	2	2	10	8	4	6	0	6	0	20	2	0	0	0	3	5	4	10	0	10	12	2	0	20	0	6	0	2	0	4	0	6	0	2	0	14
CE10_chr5_41935919	CE10_chr5	41935919	2	38.33964149	3.2460862633421073e-6	16	2	10	0	10	4	5	5	12	2	15	3	10	6	7	1	16	2	19	1	8	12	20	0	20	0	16	0	20	0	14	0	16	0	10	0	6	2	2	2	2	8	6	0	10	2	7	9	17	3	7	1	3	1	2	0	5	3	4	0	2	0	14	0	14	6	11	9	1	13	10	6	14	6	2	2	11	9	8	2	6	2	20	0	9	1	4	0	7	1	11	5	9	1	14	0	17	3	1	5	2	0	3	1	5	1	1	1	10	8
CE10_chr5_51317709	CE10_chr5	51317709	2	30.50617166	2.225887723439346e-5	6	4	8	0	14	0	10	0	11	1	20	0	14	2	8	0	18	0	20	0	20	0	1	9	13	3	9	7	4	10	2	8	3	9	8	2	7	1	4	0	10	0	8	0	12	0	18	0	20	0	6	0	4	0	2	0	8	0	2	2	2	0	14	0	20	0	20	0	16	0	18	0	20	0	4	0	18	0	8	0	8	0	20	0	10	0	4	0	8	0	15	1	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	20	0
CE10_chr5_9282000	CE10_chr5	9282000	2	42.95940075	1.3911798271148967e-6	16	0	10	0	14	0	10	0	14	0	13	5	16	0	5	3	6	6	6	10	7	3	20	0	22	0	18	0	20	0	14	0	16	2	10	0	8	0	4	0	10	0	6	0	12	0	20	0	17	3	6	2	0	0	0	0	4	4	4	0	2	0	10	2	13	3	18	0	14	2	10	4	17	3	0	2	16	2	5	1	6	0	20	0	5	1	4	0	7	1	8	2	4	6	10	4	2	12	0	6	2	0	0	2	0	0	0	0	2	2
CE10_chr5_9839887	CE10_chr5	9839887	2	42.52576186	1.8549064362272105e-6	0	18	2	8	3	11	6	2	0	14	15	5	11	5	2	6	13	3	16	0	8	2	0	20	1	21	0	18	0	18	0	14	0	18	0	10	0	8	0	2	0	10	0	6	1	11	2	16	5	15	1	7	4	0	2	0	1	5	3	1	0	2	11	3	11	9	10	8	15	1	18	0	15	3	4	0	11	7	7	1	8	0	6	14	6	4	2	2	5	1	9	3	7	3	12	0	13	1	6	0	2	0	0	0	2	0	0	0	8	4
CE10_chr6_15917289	CE10_chr6	15917289	2	32.42833756	1.5766704707709245e-5	11	7	5	5	14	0	10	0	13	1	18	0	16	0	8	0	18	0	18	0	20	0	20	0	21	1	20	0	17	1	11	3	13	5	8	2	8	0	3	1	10	0	8	0	11	1	20	0	20	0	8	0	4	0	2	0	7	1	4	0	2	0	12	0	20	0	20	0	16	0	18	0	20	0	4	0	18	2	10	0	8	0	20	0	10	0	4	0	8	0	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	20	0
CE10_chr6_2959667	CE10_chr6	2959667	2	12.65865284	0.001502010486713501	17	1	8	0	11	3	4	4	11	3	17	1	16	0	1	7	5	13	1	15	0	16	15	1	18	2	16	4	20	0	14	0	16	2	10	0	8	0	4	0	6	2	0	6	5	5	15	5	10	10	0	6	0	4	0	2	4	4	4	0	2	0	11	1	17	3	3	15	16	0	3	15	6	14	3	1	14	6	4	2	1	7	20	0	1	7	3	1	7	1	14	2	0	6	10	4	1	15	3	3	0	0	0	4	1	5	1	1	3	13
CE10_chr6_2960740	CE10_chr6	2960740	2	15.45745119	7.823067894676683e-4	16	2	9	1	12	2	5	5	11	3	18	2	16	0	1	7	4	12	2	16	3	17	20	0	20	2	20	0	20	0	14	0	16	2	10	0	8	0	4	0	7	3	4	4	11	1	14	4	9	11	1	7	1	3	0	2	4	4	4	0	1	1	11	3	17	3	12	8	16	0	3	11	6	12	3	1	15	5	7	3	4	4	20	0	6	2	4	0	7	1	10	4	3	7	9	5	2	18	5	1	0	2	0	4	1	5	1	1	5	15
CE10_chr6_44342063	CE10_chr6	44342063	2	31.82972837	1.715788453482414e-5	12	4	6	4	11	3	7	3	2	10	9	11	8	8	3	5	4	12	2	18	5	13	11	7	21	1	18	2	18	2	13	1	14	4	9	1	8	0	4	0	9	1	4	2	11	1	1	19	5	15	2	6	1	3	0	2	2	6	4	0	2	0	8	6	16	4	11	9	14	2	8	10	16	4	2	2	13	7	3	7	0	8	7	13	9	1	4	0	7	1	5	9	7	3	2	12	2	18	0	2	0	2	0	2	0	2	1	1	4	10
CE10_chr6_52682352	CE10_chr6	52682352	2	15.41244966	7.883352353853512e-4	17	1	6	4	11	3	5	5	3	11	8	12	2	14	4	4	6	12	10	8	10	10	17	3	21	1	19	1	12	8	14	0	15	3	10	0	8	0	4	0	7	3	8	0	10	2	6	14	11	9	7	1	3	1	2	0	7	1	4	0	1	1	0	14	6	14	9	11	3	13	3	15	7	13	1	3	10	10	8	2	1	7	11	3	3	5	2	2	2	6	4	10	10	0	5	7	14	6	1	5	2	0	4	0	6	0	2	0	9	11
CE10_chr6_52686099	CE10_chr6	52686099	2	10.55895115	0.002470271646410338	17	1	6	4	11	3	3	7	4	10	11	9	2	14	4	4	6	12	18	2	10	10	19	1	20	2	15	3	12	6	14	0	15	3	10	0	8	0	4	0	5	5	8	0	9	3	10	10	11	9	8	0	3	1	2	0	7	1	4	0	1	1	3	11	6	14	10	10	3	13	9	9	10	10	3	1	8	12	10	0	4	4	15	3	5	5	2	2	3	5	6	10	10	0	12	2	15	5	1	5	2	0	3	1	4	0	2	0	8	12
CE10_chr6_54471327	CE10_chr6	54471327	2	15.88342406	7.104291650649186e-4	9	1	5	1	6	8	4	6	14	0	14	4	7	7	4	4	15	3	3	15	3	15	10	10	11	3	14	2	17	3	10	4	9	7	5	5	8	0	1	3	5	5	6	2	4	6	13	5	19	1	3	5	2	2	0	2	8	0	2	2	2	0	14	0	14	6	12	8	4	10	10	8	9	7	0	4	10	8	6	2	5	1	18	0	8	2	2	2	4	2	11	3	0	8	1	11	7	11	2	2	2	0	0	4	0	2	0	2	7	11
CE10_chr6_54472171	CE10_chr6	54472171	2	12.9967273	0.00137912293531528	16	2	8	2	8	6	3	7	14	0	15	5	8	8	3	5	15	3	5	15	4	16	11	9	17	3	18	2	16	2	11	3	9	7	5	5	8	0	1	3	5	5	6	2	4	8	14	6	19	1	3	3	1	3	0	2	7	1	2	2	2	0	13	1	13	5	10	8	4	12	5	9	7	11	0	2	9	11	7	3	6	2	18	2	10	0	2	2	3	5	11	5	0	8	2	12	9	11	2	2	2	0	0	4	0	6	1	1	4	14
CE10_chr6_54474139	CE10_chr6	54474139	2	14.86332057	8.852540966768352e-4	14	4	8	2	6	4	4	6	14	0	16	4	8	8	2	4	14	2	2	8	4	8	11	9	19	3	18	0	16	4	11	3	10	8	5	5	8	0	0	4	3	7	6	2	5	7	15	5	19	1	3	5	2	2	0	2	4	0	2	0	2	0	14	0	15	5	9	5	2	6	10	4	6	2	0	4	7	7	7	3	2	0	15	3	8	0	2	2	3	5	11	5	0	10	0	12	8	12	0	4	0	2	0	4	0	2	0	0	5	15
CE10_chr6_56961778	CE10_chr6	56961778	2	33.73840087	1.112943861725224e-5	18	0	8	0	11	3	10	0	14	0	9	11	4	12	7	1	8	8	14	6	8	10	18	0	9	5	10	0	19	1	13	1	16	2	10	0	6	0	4	0	10	0	6	2	10	2	19	1	16	4	0	8	2	2	2	0	5	3	4	0	2	0	12	0	16	4	16	4	10	6	17	1	10	10	2	2	17	3	6	4	1	5	0	18	5	3	3	1	4	4	12	4	5	5	10	4	9	11	0	6	0	2	0	2	5	1	2	0	9	9
CE10_chr7_2535310	CE10_chr7	2535310	2	12.80676605	0.0014458995670184605	15	3	9	1	11	3	3	7	10	4	15	5	13	3	8	0	8	8	0	20	7	11	18	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	6	4	5	3	4	8	9	11	15	5	5	3	3	1	2	0	1	7	4	0	2	0	11	3	11	9	10	10	12	2	10	8	17	3	2	2	15	5	7	3	6	0	20	0	10	0	4	0	2	6	11	5	6	4	3	11	4	16	0	6	0	0	0	4	0	6	1	1	6	14
CE10_chr7_2536471	CE10_chr7	2536471	2	15.12127878	8.458373349075066e-4	15	3	7	1	9	5	5	5	10	4	15	5	13	3	8	0	9	9	1	19	7	13	20	0	22	0	18	0	20	0	13	1	18	0	8	0	8	0	4	0	6	4	6	2	6	6	10	10	14	6	5	3	3	1	1	1	1	7	4	0	2	0	13	1	10	8	10	6	13	3	10	6	16	4	3	1	13	5	7	1	8	0	20	0	10	0	4	0	2	6	12	4	4	6	5	9	6	14	0	6	0	2	0	4	0	6	1	1	7	13
CE10_chr7_29038207	CE10_chr7	29038207	2	30.1692157	2.596869010684788e-5	15	3	10	0	8	6	4	6	13	1	9	11	3	13	7	1	9	9	7	13	4	16	16	0	22	0	20	0	20	0	14	0	16	2	10	0	8	0	4	0	6	4	8	0	9	1	16	4	11	9	2	6	0	2	0	2	6	2	3	1	1	1	11	3	8	12	8	8	3	13	4	14	8	10	0	4	7	13	4	6	0	8	3	15	0	8	3	1	1	7	10	6	5	5	4	8	1	19	0	6	0	0	1	3	2	4	1	1	5	13
CE10_chr7_31768391	CE10_chr7	31768391	2	30.32975333	2.3650057061508356e-5	18	0	9	1	8	4	7	3	14	0	15	5	5	11	4	4	2	16	4	16	7	13	18	0	10	8	18	2	18	2	13	1	18	0	10	0	8	0	4	0	10	0	7	1	9	1	20	0	20	0	8	0	0	4	0	2	8	0	2	0	2	0	14	0	20	0	20	0	15	1	18	0	20	0	3	1	12	6	7	3	0	8	4	14	0	10	4	0	0	8	11	5	2	8	11	3	1	19	0	6	0	0	1	3	2	4	1	1	9	7
CE10_chr7_40760110	CE10_chr7	40760110	2	33.61646787	1.2520618444367138e-5	16	2	10	0	12	0	6	4	13	1	10	8	0	0	8	0	17	1	11	5	3	15	11	9	22	0	19	1	18	0	12	0	17	1	10	0	8	0	4	0	9	1	5	3	7	5	8	12	18	2	6	0	1	1	1	1	7	1	2	0	2	0	11	3	13	7	12	8	10	6	13	3	10	8	4	0	17	1	7	3	4	4	12	8	10	0	4	0	6	2	15	1	2	8	9	3	11	7	2	4	0	2	1	3	4	2	2	0	15	3
